id,sentence,ambiguity_label,actor_text,actor_start,actor_end
1352,"After joining the call, the artist gave a lecture.",ambiguous,artist,28,34
1353,"After answering questions, the teacher gave a lecture.",ambiguous,teacher,31,38
1354,"The musician, who was prepared, finished the report.",ambiguous,musician,4,12
1355,"After preparing the report, the spokeswoman walked in quietly.",unambiguous,spokeswoman,32,43
1356,"The researcher made a decision, and he seemed busy.",unambiguous,researcher,4,14
1357,"The editor, who was worried, sent an email.",ambiguous,editor,4,10
1358,"After answering questions, the therapist said she was prepared.",unambiguous,therapist,31,40
1359,The pilot will speak tomorrow.,ambiguous,pilot,4,9
1360,"In the afternoon, the mechanic checked the schedule.",ambiguous,mechanic,22,30
1361,Your artist said she was busy.,unambiguous,artist,5,11
1362,The accountant said she was tired.,unambiguous,accountant,4,14
1363,"The accountant, who was ready, asked a question.",ambiguous,accountant,4,14
1364,The photographer smiled politely.,ambiguous,photographer,4,16
1365,"After answering questions, the instructor said she was ready.",unambiguous,instructor,31,41
1366,"The designer, who was worried, spoke clearly.",ambiguous,designer,4,12
1367,"After answering questions, the professor made a decision.",ambiguous,professor,31,40
1368,The editor introduced himself politely.,unambiguous,editor,4,10
1369,"After finishing work, the driver said he was focused.",unambiguous,driver,26,32
1370,A instructor explained the issue.,ambiguous,instructor,2,12
1371,The assistant said he will finish the report.,unambiguous,assistant,4,13
1372,"Yesterday, the landlady returned later.",unambiguous,landlady,15,23
1373,"The landlady, who was tired, spoke clearly.",unambiguous,landlady,4,12
1374,"The dentist, who was late, explained the issue.",ambiguous,dentist,4,11
1375,The researcher will speak tomorrow.,ambiguous,researcher,4,14
1376,Their accountant checked the schedule.,ambiguous,accountant,6,16
1377,The translator answered quickly.,ambiguous,translator,4,14
1378,The confident driver said he would return later.,unambiguous,driver,14,20
1379,Your surgeon opened the door.,ambiguous,surgeon,5,12
1380,"The photographer, who was tired, gave a short update.",ambiguous,photographer,4,16
1381,"After joining the call, the firewoman asked a question.",unambiguous,firewoman,28,37
1382,"At noon, the designer gave a lecture.",ambiguous,designer,13,21
1383,The mechanic answered quickly.,ambiguous,mechanic,4,12
1384,"The host, who was late, joined the call.",unambiguous,host,4,8
1385,The designer said she will call later.,unambiguous,designer,4,12
1386,"The hero, who was worried, sent an email.",unambiguous,hero,4,8
1387,The junior translator finished the report.,ambiguous,translator,11,21
1388,The senior veterinarian sat down.,ambiguous,veterinarian,11,23
1389,"Before the meeting, the driver checked her keys.",unambiguous,driver,24,30
1390,"After reviewing the notes, the musician smiled politely.",ambiguous,musician,31,39
1391,"After checking the schedule, the translator said he was tired.",unambiguous,translator,33,43
1392,"The professor, who said she was available, prepared carefully.",unambiguous,professor,4,13
1393,The architect said she will join the meeting.,unambiguous,architect,4,13
1394,"After lunch, the veterinarian sent an email.",ambiguous,veterinarian,17,29
1395,"Last week, the nurse smiled politely.",ambiguous,nurse,15,20
1396,My nurse said she was busy.,unambiguous,nurse,3,8
1397,"Because the veterinarian was available, the veterinarian asked a question.",ambiguous,veterinarian,12,24
1398,The pilot said he was available.,unambiguous,pilot,4,9
1399,The manager forgot her schedule.,unambiguous,manager,4,11
1400,"After preparing the report, the principal gave a lecture.",ambiguous,principal,32,41
1401,The nurse opened the door near the end of the day.,ambiguous,nurse,4,9
1402,The journalist forgot her schedule.,unambiguous,journalist,4,14
1403,A designer stood near the window.,ambiguous,designer,2,10
1404,The waiter gave a lecture.,unambiguous,waiter,4,10
1405,"Because the lawyer was confident, the lawyer spoke clearly.",ambiguous,lawyer,12,18
1406,The engineer said he will finish the report.,unambiguous,engineer,4,12
1407,The therapist walked in quietly during the event.,ambiguous,therapist,4,13
1408,The driver walked in quietly on Monday.,ambiguous,driver,4,10
1409,Their instructor joined the call.,ambiguous,instructor,6,16
1410,"The receptionist entered the room, and he seemed busy.",unambiguous,receptionist,4,16
1411,The developer introduced himself politely.,unambiguous,developer,4,13
1412,"Because the analyst was tired, the analyst paused for a moment.",ambiguous,analyst,12,19
1413,"The analyst, who was available, started the meeting.",ambiguous,analyst,4,11
1414,"After closing the office, the driver gave a short update.",ambiguous,driver,30,36
1415,The researcher will call later.,ambiguous,researcher,4,14
1416,The senior professor explained the issue.,ambiguous,professor,11,20
1417,The surgeon opened the door.,ambiguous,surgeon,4,11
1418,"The nurse, who said she was tired, asked a question.",unambiguous,nurse,4,9
1419,"After joining the call, the therapist explained the issue.",ambiguous,therapist,28,37
1420,"The designer, who was tired, gave a short update.",ambiguous,designer,4,12
1421,The receptionist returned later.,ambiguous,receptionist,4,16
1422,"After answering questions, the waiter gave a short update.",unambiguous,waiter,31,37
1423,The chef started the meeting.,ambiguous,chef,4,8
1424,The mechanic gave a lecture.,ambiguous,mechanic,4,12
1425,The manager will finish the report.,ambiguous,manager,4,11
1426,The experienced congressman waited outside.,unambiguous,congressman,16,27
1427,"The teacher left early, and he seemed late.",unambiguous,teacher,4,11
1428,"Before the meeting, the receptionist checked her keys.",unambiguous,receptionist,24,36
1429,"Because the pharmacist was worried, the pharmacist checked the schedule.",ambiguous,pharmacist,12,22
1430,"Yesterday, the duchess finished the report.",unambiguous,duchess,15,22
1431,The scientist forgot his notes.,unambiguous,scientist,4,13
1432,The surgeon paused for a moment.,ambiguous,surgeon,4,11
1433,The tired artist sent an email.,ambiguous,artist,10,16
1434,"The receptionist, who was late, joined the call.",ambiguous,receptionist,4,16
1435,"The editor sent an email, and she seemed late.",unambiguous,editor,4,10
1436,The busy instructor said he would return later.,unambiguous,instructor,9,19
1437,"Because the journalist was tired, the journalist waited outside.",ambiguous,journalist,12,22
1438,The dentist said he was prepared.,unambiguous,dentist,4,11
1439,The local artist said she would return later.,unambiguous,artist,10,16
1440,"The instructor, who was calm, joined the call.",ambiguous,instructor,4,14
1441,The instructor will call later.,ambiguous,instructor,4,14
1442,"After lunch, the lawyer called yesterday.",ambiguous,lawyer,17,23
1443,The pharmacist entered the room.,ambiguous,pharmacist,4,14
1444,"Last week, the emperor entered the room.",unambiguous,emperor,15,22
1445,"The writer, who was busy, opened the door.",ambiguous,writer,4,10
1446,The friendly professor said he would return later.,unambiguous,professor,13,22
1447,"After closing the office, the therapist stood near the window.",ambiguous,therapist,30,39
1448,Their translator sent an email.,ambiguous,translator,6,16
1449,The manager left early.,ambiguous,manager,4,11
1450,The driver will speak tomorrow.,ambiguous,driver,4,10
1451,"The congressman, who was ready, walked in quietly.",unambiguous,congressman,4,15
1452,"Because the doctor was busy, the doctor returned later.",ambiguous,doctor,12,18
1453,A accountant prepared carefully.,ambiguous,accountant,2,12
1454,"Near the end of the day, the manager spoke clearly.",ambiguous,manager,29,36
1455,The architect answered quickly this morning.,ambiguous,architect,4,13
1456,The experienced artist said he would return later.,unambiguous,artist,16,22
1457,"The professor answered quickly, and he seemed focused.",unambiguous,professor,4,13
1458,"At noon, the businesswoman opened the door.",unambiguous,businesswoman,13,26
1459,The confident engineer checked the schedule.,ambiguous,engineer,14,22
1460,"Because the principal was prepared, the principal gave a short update.",ambiguous,principal,12,21
1461,"After finishing work, the veterinarian said she was worried.",unambiguous,veterinarian,26,38
1462,"The counselor prepared carefully, and she seemed ready.",unambiguous,counselor,4,13
1463,The architect said she will arrive soon.,unambiguous,architect,4,13
1464,"The manager, who was prepared, gave a short update.",ambiguous,manager,4,11
1465,The famous journalist said she would return later.,unambiguous,journalist,11,21
1466,The assistant forgot her schedule.,unambiguous,assistant,4,13
1467,The instructor said she was busy.,unambiguous,instructor,4,14
1468,The tired princess entered the room.,unambiguous,princess,10,18
1469,My lawyer said he was busy.,unambiguous,lawyer,3,9
1470,"During the event, the pharmacist spoke clearly.",ambiguous,pharmacist,22,32
1471,The older congresswoman gave a lecture.,unambiguous,congresswoman,10,23
1472,"After checking the schedule, the nurse called yesterday.",ambiguous,nurse,33,38
1473,"After closing the office, the professor entered the room.",ambiguous,professor,30,39
1474,The coach opened the door.,ambiguous,coach,4,9
1475,The designer paused for a moment.,ambiguous,designer,4,12
1476,The designer waited outside.,ambiguous,designer,4,12
1477,"Before the meeting, the duke joined the call.",unambiguous,duke,24,28
1478,"This morning, the director checked the schedule.",ambiguous,director,18,26
1479,"The scientist, who said she was focused, walked in quietly.",unambiguous,scientist,4,13
1480,The visiting mechanic joined the call.,ambiguous,mechanic,13,21
1481,"After joining the call, the artist said he was ready.",unambiguous,artist,28,34
1482,"Yesterday, the editor smiled politely.",ambiguous,editor,15,21
1483,The hero sat down.,unambiguous,hero,4,8
1484,"In the afternoon, the editor prepared carefully.",ambiguous,editor,22,28
1485,The translator waited outside yesterday.,ambiguous,translator,4,14
1486,The senior teacher said he would return later.,unambiguous,teacher,11,18
1487,"At noon, the stewardess opened the door.",unambiguous,stewardess,13,23
1488,A analyst worked late.,ambiguous,analyst,2,9
1489,Their surgeon said she was prepared.,unambiguous,surgeon,6,13
1490,The journalist introduced herself politely.,unambiguous,journalist,4,14
1491,The supervisor will join the meeting.,ambiguous,supervisor,4,14
1492,The engineer introduced himself politely.,unambiguous,engineer,4,12
1493,"After reading the email, the mechanic smiled politely.",ambiguous,mechanic,29,37
1494,The pharmacist arrived during the event.,ambiguous,pharmacist,4,14
1495,The local therapist said she would return later.,unambiguous,therapist,10,19
1496,The translator will arrive soon.,ambiguous,translator,4,14
1497,"The congressman, who was ready, waited outside.",unambiguous,congressman,4,15
1498,"After checking the schedule, the driver explained the issue.",ambiguous,driver,33,39
1499,"Near the end of the day, the prince worked late.",unambiguous,prince,29,35
1500,"After lunch, the supervisor returned later.",ambiguous,supervisor,17,27
1501,The librarian sent an email.,ambiguous,librarian,4,13
1502,My consultant joined the call.,ambiguous,consultant,3,13
1503,"Because the manager was late, the manager called yesterday.",ambiguous,manager,12,19
1504,The journalist will call later.,ambiguous,journalist,4,14
1505,Our chef answered quickly.,ambiguous,chef,4,8
1506,The new policeman joined the call.,unambiguous,policeman,8,17
1507,"The designer, who said she was calm, checked the schedule.",unambiguous,designer,4,12
1508,The local veterinarian said she would return later.,unambiguous,veterinarian,10,22
1509,The doctor checked the schedule after lunch.,ambiguous,doctor,4,10
1510,Our coach returned later.,ambiguous,coach,4,9
1511,"During the event, the host explained the issue.",unambiguous,host,22,26
1512,The local firewoman finished the report.,unambiguous,firewoman,10,19
1513,The stewardess made a decision.,unambiguous,stewardess,4,14
1514,"The researcher, who said he was focused, paused for a moment.",unambiguous,researcher,4,14
1515,"Before the meeting, the supervisor checked his wallet.",unambiguous,supervisor,24,34
1516,The junior prince paused for a moment.,unambiguous,prince,11,17
1517,"The photographer, who was calm, entered the room.",ambiguous,photographer,4,16
1518,"Near the end of the day, the translator entered the room.",ambiguous,translator,29,39
1519,The careful writer said he would return later.,unambiguous,writer,12,18
1520,"The director, who said he was confident, opened the door.",unambiguous,director,4,12
1521,A editor started the meeting.,ambiguous,editor,2,8
1522,The musician said he will speak tomorrow.,unambiguous,musician,4,12
1523,The nurse will speak tomorrow.,ambiguous,nurse,4,9
1524,The senior musician gave a lecture.,ambiguous,musician,11,19
1525,"After checking the schedule, the dentist smiled politely.",ambiguous,dentist,33,40
1526,"The veterinarian, who said she was tired, paused for a moment.",unambiguous,veterinarian,4,16
1527,The director said she was prepared.,unambiguous,director,4,12
1528,"The counselor made a decision, and she seemed focused.",unambiguous,counselor,4,13
1529,The local scientist asked a question.,ambiguous,scientist,10,19
1530,The nurse walked in quietly.,ambiguous,nurse,4,9
1531,"The veterinarian, who was prepared, gave a short update.",ambiguous,veterinarian,4,16
1532,"Because the translator was available, the translator checked the schedule.",ambiguous,translator,12,22
1533,Their chef made a decision.,ambiguous,chef,6,10
1534,"After preparing the report, the artist finished the report.",ambiguous,artist,32,38
1535,The young duchess arrived.,unambiguous,duchess,10,17
1536,"After reviewing the notes, the veterinarian made a decision.",ambiguous,veterinarian,31,43
1537,"In the afternoon, the driver paused for a moment.",ambiguous,driver,22,28
1538,The quiet chef said he would return later.,unambiguous,chef,10,14
1539,The architect said he will join the meeting.,unambiguous,architect,4,13
1540,"Before the meeting, the photographer checked his bag.",unambiguous,photographer,24,36
1541,My dentist walked in quietly.,ambiguous,dentist,3,10
1542,"After lunch, the researcher made a decision.",ambiguous,researcher,17,27
1543,"Before the meeting, the counselor checked her wallet.",unambiguous,counselor,24,33
1544,My analyst said she was confident.,unambiguous,analyst,3,10
1545,The duchess paused for a moment.,unambiguous,duchess,4,11
1546,The teacher started the meeting.,ambiguous,teacher,4,11
1547,"Because the accountant was focused, the accountant walked in quietly.",ambiguous,accountant,12,22
1548,The principal said she will join the meeting.,unambiguous,principal,4,13
1549,"After answering questions, the teacher made a decision.",ambiguous,teacher,31,38
1550,"The landlord, who was focused, made a decision.",unambiguous,landlord,4,12
1551,The doctor will arrive soon.,ambiguous,doctor,4,10
1552,"The driver, who was worried, entered the room.",ambiguous,driver,4,10
1553,The mechanic stood near the window.,ambiguous,mechanic,4,12
1554,"The mechanic spoke clearly, and she seemed confident.",unambiguous,mechanic,4,12
1555,The instructor introduced herself politely.,unambiguous,instructor,4,14
1556,"The veterinarian, who was calm, paused for a moment.",ambiguous,veterinarian,4,16
1557,The editor smiled politely.,ambiguous,editor,4,10
1558,"The heroine, who was late, stood near the window.",unambiguous,heroine,4,11
1559,Your analyst called yesterday.,ambiguous,analyst,5,12
1560,"This morning, the nurse made a decision.",ambiguous,nurse,18,23
1561,My dentist said he was worried.,unambiguous,dentist,3,10
1562,"This morning, the counselor gave a lecture.",ambiguous,counselor,18,27
1563,The lawyer said she was ready.,unambiguous,lawyer,4,10
1564,The developer joined the call.,ambiguous,developer,4,13
1565,The senior lawyer said he would return later.,unambiguous,lawyer,11,17
1566,The junior pharmacist said she would return later.,unambiguous,pharmacist,11,21
1567,"After joining the call, the director gave a lecture.",ambiguous,director,28,36
1568,Our nurse asked a question.,ambiguous,nurse,4,9
1569,"This morning, the actor made a decision.",unambiguous,actor,18,23
1570,"After preparing the report, the surgeon said she was prepared.",unambiguous,surgeon,32,39
1571,Our teacher gave a short update.,ambiguous,teacher,4,11
1572,The supervisor sat down.,ambiguous,supervisor,4,14
1573,"On Monday, the manager worked late.",ambiguous,manager,15,22
1574,"The duchess, who was worried, finished the report.",unambiguous,duchess,4,11
1575,"During the event, the pilot entered the room.",ambiguous,pilot,22,27
1576,The hero called yesterday.,unambiguous,hero,4,8
1577,The senior analyst smiled politely.,ambiguous,analyst,11,18
1578,"The consultant, who was focused, stood near the window.",ambiguous,consultant,4,14
1579,"The professor, who was prepared, joined the call.",ambiguous,professor,4,13
1580,"Because the engineer was worried, the engineer sent an email.",ambiguous,engineer,12,20
1581,The instructor opened the door.,ambiguous,instructor,4,14
1582,The scientist stood near the window.,ambiguous,scientist,4,13
1583,Our nurse said he was late.,unambiguous,nurse,4,9
1584,The director said she was tired.,unambiguous,director,4,12
1585,The coach sent an email yesterday.,ambiguous,coach,4,9
1586,"After checking the schedule, the scientist returned later.",ambiguous,scientist,33,42
1587,The coach will speak tomorrow.,ambiguous,coach,4,9
1588,"The principal called yesterday, and she seemed tired.",unambiguous,principal,4,13
1589,"After preparing the report, the lawyer said he was calm.",unambiguous,lawyer,32,38
1590,"This morning, the duchess started the meeting.",unambiguous,duchess,18,25
1591,Your coach opened the door.,ambiguous,coach,5,10
1592,The hostess opened the door.,unambiguous,hostess,4,11
1593,The junior duchess explained the issue.,unambiguous,duchess,11,18
1594,"Because the translator was worried, the translator entered the room.",ambiguous,translator,12,22
1595,"During the event, the pilot sat down.",ambiguous,pilot,22,27
1596,The tired businessman joined the call.,unambiguous,businessman,10,21
1597,"Before the meeting, the researcher checked his keys.",unambiguous,researcher,24,34
1598,The careful firewoman stood near the window.,unambiguous,firewoman,12,21
1599,"The heroine, who was available, stood near the window.",unambiguous,heroine,4,11
1600,A librarian prepared carefully.,ambiguous,librarian,2,11
1601,"Because the lawyer was ready, the lawyer prepared carefully.",ambiguous,lawyer,12,18
1602,"After reviewing the notes, the pilot said he was calm.",unambiguous,pilot,31,36
1603,Your nurse said he was worried.,unambiguous,nurse,5,10
1604,The dentist left early.,ambiguous,dentist,4,11
1605,"Because the coach was available, the coach sat down.",ambiguous,coach,12,17
1606,"After joining the call, the policeman worked late.",unambiguous,policeman,28,37
1607,"The principal, who was busy, asked a question.",ambiguous,principal,4,13
1608,"Because the pilot was ready, the pilot gave a lecture.",ambiguous,pilot,12,17
1609,Our scientist said she was focused.,unambiguous,scientist,4,13
1610,The counselor will call later.,ambiguous,counselor,4,13
1611,The veterinarian asked a question this morning.,ambiguous,veterinarian,4,16
1612,The engineer will finish the report.,ambiguous,engineer,4,12
1613,"The developer waited outside, and she seemed available.",unambiguous,developer,4,13
1614,The consultant said he was prepared.,unambiguous,consultant,4,14
1615,The coach waited outside this morning.,ambiguous,coach,4,9
1616,The experienced policeman gave a lecture.,unambiguous,policeman,16,25
1617,The architect said he will speak tomorrow.,unambiguous,architect,4,13
1618,The assistant said he will join the meeting.,unambiguous,assistant,4,13
1619,"Before the meeting, the photographer checked his badge.",unambiguous,photographer,24,36
1620,"Before the meeting, the mechanic checked his schedule.",unambiguous,mechanic,24,32
1621,"Yesterday, the director started the meeting.",ambiguous,director,15,23
1622,The mechanic arrived during the event.,ambiguous,mechanic,4,12
1623,"After checking the schedule, the therapist spoke clearly.",ambiguous,therapist,33,42
1624,The consultant will arrive soon.,ambiguous,consultant,4,14
1625,"Last week, the translator returned later.",ambiguous,translator,15,25
1626,"Before the meeting, the consultant checked her schedule.",unambiguous,consultant,24,34
1627,"The dentist explained the issue, and she seemed worried.",unambiguous,dentist,4,11
1628,A scientist sat down.,ambiguous,scientist,2,11
1629,"After preparing the report, the journalist paused for a moment.",ambiguous,journalist,32,42
1630,The photographer will finish the report.,ambiguous,photographer,4,16
1631,"The actress, who was available, called yesterday.",unambiguous,actress,4,11
1632,"After joining the call, the principal said he was busy.",unambiguous,principal,28,37
1633,"During the event, the scientist checked the schedule.",ambiguous,scientist,22,31
1634,The developer said she will finish the report.,unambiguous,developer,4,13
1635,The dentist will join the meeting.,ambiguous,dentist,4,11
1636,The chairwoman entered the room.,unambiguous,chairwoman,4,14
1637,"The editor, who said he was tired, left early.",unambiguous,editor,4,10
1638,"The editor, who was tired, answered quickly.",ambiguous,editor,4,10
1639,The lawyer left early.,ambiguous,lawyer,4,10
1640,The engineer will arrive soon.,ambiguous,engineer,4,12
1641,"In the afternoon, the steward made a decision.",unambiguous,steward,22,29
1642,"Because the driver was worried, the driver opened the door.",ambiguous,driver,12,18
1643,A lawyer smiled politely.,ambiguous,lawyer,2,8
1644,"During the event, the empress prepared carefully.",unambiguous,empress,22,29
1645,"After reading the email, the chef checked the schedule.",ambiguous,chef,29,33
1646,"Before the meeting, the librarian checked her wallet.",unambiguous,librarian,24,33
1647,A manager walked in quietly.,ambiguous,manager,2,9
1648,"The businesswoman, who was busy, prepared carefully.",unambiguous,businesswoman,4,17
1649,"The developer, who was late, finished the report.",ambiguous,developer,4,13
1650,"This morning, the instructor started the meeting.",ambiguous,instructor,18,28
1651,The new manager said he would return later.,unambiguous,manager,8,15
1652,"Before the meeting, the writer checked her schedule.",unambiguous,writer,24,30
1653,Your scientist said he was confident.,unambiguous,scientist,5,14
1654,The translator joined the call.,ambiguous,translator,4,14
1655,"Because the supervisor was ready, the supervisor worked late.",ambiguous,supervisor,12,22
1656,"This morning, the driver made a decision.",ambiguous,driver,18,24
1657,"Before the meeting, the librarian checked his schedule.",unambiguous,librarian,24,33
1658,"The writer, who was late, worked late.",ambiguous,writer,4,10
1659,Our editor arrived.,ambiguous,editor,4,10
1660,The musician forgot her notebook.,unambiguous,musician,4,12
1661,The dentist said she was available.,unambiguous,dentist,4,11
1662,Our librarian said she was available.,unambiguous,librarian,4,13
1663,"The princess, who was busy, opened the door.",unambiguous,princess,4,12
1664,"The king, who was late, arrived.",unambiguous,king,4,8
1665,"Because the instructor was focused, the instructor walked in quietly.",ambiguous,instructor,12,22
1666,"Before the meeting, the driver joined the call.",ambiguous,driver,24,30
1667,"Last week, the stewardess joined the call.",unambiguous,stewardess,15,25
1668,The director forgot her laptop.,unambiguous,director,4,12
1669,"After reading the email, the veterinarian sat down.",ambiguous,veterinarian,29,41
1670,Your assistant said she was calm.,unambiguous,assistant,5,14
1671,The private steward sent an email.,unambiguous,steward,12,19
1672,The older policeman stood near the window.,unambiguous,policeman,10,19
1673,Your coach waited outside.,ambiguous,coach,5,10
1674,"The librarian, who said she was prepared, waited outside.",unambiguous,librarian,4,13
1675,The therapist forgot his schedule.,unambiguous,therapist,4,13
1676,"The veterinarian, who said she was worried, gave a short update.",unambiguous,veterinarian,4,16
1677,The professor will join the meeting.,ambiguous,professor,4,13
1678,"At noon, the manager waited outside.",ambiguous,manager,13,20
1679,Their photographer entered the room.,ambiguous,photographer,6,18
1680,The professor will speak tomorrow.,ambiguous,professor,4,13
1681,My mechanic said he was prepared.,unambiguous,mechanic,3,11
1682,"After answering questions, the researcher walked in quietly.",ambiguous,researcher,31,41
1683,"The mechanic, who said he was late, asked a question.",unambiguous,mechanic,4,12
1684,The tired translator said she would return later.,unambiguous,translator,10,20
1685,"After finishing work, the professor smiled politely.",ambiguous,professor,26,35
1686,The chef joined the call during the event.,ambiguous,chef,4,8
1687,"After reviewing the notes, the hostess spoke clearly.",unambiguous,hostess,31,38
1688,Our architect said she was ready.,unambiguous,architect,4,13
1689,"After lunch, the heroine arrived.",unambiguous,heroine,17,24
1690,"Last week, the host finished the report.",unambiguous,host,15,19
1691,"After checking the schedule, the salesman stood near the window.",unambiguous,salesman,33,41
1692,The professor returned later.,ambiguous,professor,4,13
1693,"Because the writer was calm, the writer paused for a moment.",ambiguous,writer,12,18
1694,"Because the musician was calm, the musician called yesterday.",ambiguous,musician,12,20
1695,"The doctor returned later, and he seemed focused.",unambiguous,doctor,4,10
1696,The tired dentist stood near the window.,ambiguous,dentist,10,17
1697,The surgeon will join the meeting.,ambiguous,surgeon,4,11
1698,The older architect joined the call.,ambiguous,architect,10,19
1699,The nurse said she was confident.,unambiguous,nurse,4,9
1700,The local businessman smiled politely.,unambiguous,businessman,10,21
1701,"The salesman, who was tired, smiled politely.",unambiguous,salesman,4,12
1702,The writer said he was busy.,unambiguous,writer,4,10
1703,A professor made a decision.,ambiguous,professor,2,11
1704,A librarian stood near the window.,ambiguous,librarian,2,11
1705,The private writer said she would return later.,unambiguous,writer,12,18
1706,"After checking the schedule, the doctor said he was confident.",unambiguous,doctor,33,39
1707,My doctor said he was ready.,unambiguous,doctor,3,9
1708,The librarian said she was tired.,unambiguous,librarian,4,13
1709,The photographer will join the meeting.,ambiguous,photographer,4,16
1710,"After lunch, the counselor finished the report.",ambiguous,counselor,17,26
1711,The instructor left early.,ambiguous,instructor,4,14
1712,"After closing the office, the accountant waited outside.",ambiguous,accountant,30,40
1713,"After reviewing the notes, the policewoman gave a lecture.",unambiguous,policewoman,31,42
1714,"At noon, the therapist prepared carefully.",ambiguous,therapist,13,22
1715,The tired coach asked a question.,ambiguous,coach,10,15
1716,Our librarian paused for a moment.,ambiguous,librarian,4,13
1717,"The pilot joined the call, and he seemed focused.",unambiguous,pilot,4,9
1718,The driver forgot his coat.,unambiguous,driver,4,10
1719,"After preparing the report, the designer said he was ready.",unambiguous,designer,32,40
1720,The new accountant said she would return later.,unambiguous,accountant,8,18
1721,"Near the end of the day, the manager arrived.",ambiguous,manager,29,36
1722,"The consultant, who was calm, called yesterday.",ambiguous,consultant,4,14
1723,"After reading the email, the developer said she was tired.",unambiguous,developer,29,38
1724,Their architect said she was calm.,unambiguous,architect,6,15
1725,"Last week, the nurse spoke clearly.",ambiguous,nurse,15,20
1726,"The policewoman, who was available, called yesterday.",unambiguous,policewoman,4,15
1727,Our teacher said she was available.,unambiguous,teacher,4,11
1728,"The driver, who said she was focused, stood near the window.",unambiguous,driver,4,10
1729,The mechanic waited outside before the meeting.,ambiguous,mechanic,4,12
1730,"The manager, who was available, spoke clearly.",ambiguous,manager,4,11
1731,The dentist paused for a moment.,ambiguous,dentist,4,11
1732,"After checking the schedule, the chairman asked a question.",unambiguous,chairman,33,41
1733,"Before the meeting, the coach checked his phone.",unambiguous,coach,24,29
1734,The young chairwoman entered the room.,unambiguous,chairwoman,10,20
1735,"After preparing the report, the receptionist answered quickly.",ambiguous,receptionist,32,44
1736,"After reviewing the notes, the businesswoman sat down.",unambiguous,businesswoman,31,44
1737,"Because the doctor was confident, the doctor returned later.",ambiguous,doctor,12,18
1738,"After joining the call, the pilot walked in quietly.",ambiguous,pilot,28,33
1739,"This morning, the saleswoman gave a lecture.",unambiguous,saleswoman,18,28
1740,The receptionist said he will finish the report.,unambiguous,receptionist,4,16
1741,"The librarian, who was available, sat down.",ambiguous,librarian,4,13
1742,"After closing the office, the writer left early.",ambiguous,writer,30,36
1743,"The congresswoman, who was prepared, started the meeting.",unambiguous,congresswoman,4,17
1744,The chef called yesterday.,ambiguous,chef,4,8
1745,"This morning, the writer arrived.",ambiguous,writer,18,24
1746,The manager sent an email after lunch.,ambiguous,manager,4,11
1747,"After reviewing the notes, the architect said he was late.",unambiguous,architect,31,40
1748,"During the event, the hostess smiled politely.",unambiguous,hostess,22,29
1749,"The developer, who said she was calm, gave a lecture.",unambiguous,developer,4,13
1750,"After preparing the report, the analyst started the meeting.",ambiguous,analyst,32,39
1751,"The principal stood near the window, and she seemed focused.",unambiguous,principal,4,13
1752,"After answering questions, the receptionist paused for a moment.",ambiguous,receptionist,31,43
1753,The analyst entered the room.,ambiguous,analyst,4,11
1754,The hostess sat down.,unambiguous,hostess,4,11
1755,"The spokesman, who was worried, entered the room.",unambiguous,spokesman,4,13
1756,The writer introduced himself politely.,unambiguous,writer,4,10
1757,"Because the pharmacist was tired, the pharmacist opened the door.",ambiguous,pharmacist,12,22
1758,Their pharmacist gave a short update.,ambiguous,pharmacist,6,16
1759,The junior consultant smiled politely.,ambiguous,consultant,11,21
1760,"The instructor, who was busy, spoke clearly.",ambiguous,instructor,4,14
1761,"Because the nurse was busy, the nurse opened the door.",ambiguous,nurse,12,17
1762,"Because the veterinarian was worried, the veterinarian spoke clearly.",ambiguous,veterinarian,12,24
1763,"After checking the schedule, the developer explained the issue.",ambiguous,developer,33,42
1764,"Before the meeting, the pilot checked his badge.",unambiguous,pilot,24,29
1765,The supervisor introduced herself politely.,unambiguous,supervisor,4,14
1766,"After finishing work, the instructor entered the room.",ambiguous,instructor,26,36
1767,The veterinarian sent an email on Monday.,ambiguous,veterinarian,4,16
1768,"At noon, the congressman worked late.",unambiguous,congressman,13,24
1769,The local counselor entered the room.,ambiguous,counselor,10,19
1770,The senior principal sat down.,ambiguous,principal,11,20
1771,The older empress finished the report.,unambiguous,empress,10,17
1772,"Because the artist was late, the artist answered quickly.",ambiguous,artist,12,18
1773,"During the event, the emperor asked a question.",unambiguous,emperor,22,29
1774,"After joining the call, the lawyer joined the call.",ambiguous,lawyer,28,34
1775,"Because the chef was focused, the chef spoke clearly.",ambiguous,chef,12,16
1776,"After answering questions, the chairwoman called yesterday.",unambiguous,chairwoman,31,41
1777,"Yesterday, the policewoman explained the issue.",unambiguous,policewoman,15,26
1778,"After closing the office, the designer said she was calm.",unambiguous,designer,30,38
1779,The consultant waited outside in the afternoon.,ambiguous,consultant,4,14
1780,The older doctor checked the schedule.,ambiguous,doctor,10,16
1781,"After reading the email, the duchess entered the room.",unambiguous,duchess,29,36
1782,"The prince, who was calm, paused for a moment.",unambiguous,prince,4,10
1783,Our surgeon said she was late.,unambiguous,surgeon,4,11
1784,"The driver, who said she was tired, prepared carefully.",unambiguous,driver,4,10
1785,Your analyst worked late.,ambiguous,analyst,5,12
1786,The chairwoman sat down.,unambiguous,chairwoman,4,14
1787,The translator started the meeting at noon.,ambiguous,translator,4,14
1788,"Last week, the analyst gave a short update.",ambiguous,analyst,15,22
